zip_code,label,department_name,department_number,region_name
14570,clecy,calvados,14,normandie
14880,colleville montgomery,calvados,14,normandie
14460,colombelles,calvados,14,normandie
14710,colombieres,calvados,14,normandie
14220,combray,calvados,14,normandie
14110,conde en normandie,calvados,14,normandie
14110,conde en normandie,calvados,14,normandie
14100,cordebugle,calvados,14,normandie
14700,cordey,calvados,14,normandie
14440,cresserons,calvados,14,normandie
14400,cussy,calvados,14,normandie
14430,douville en auge,calvados,14,normandie
14130,drubec,calvados,14,normandie
14600,equemauville,calvados,14,normandie
14400,esquay sur seulles,calvados,14,normandie
14790,fontaine etoupefour,calvados,14,normandie
14190,fontaine le pin,calvados,14,normandie
14320,fontenay le marmion,calvados,14,normandie
14710,formigny la bataille,calvados,14,normandie
14710,formigny la bataille,calvados,14,normandie
14700,fresne la mere,calvados,14,normandie
14230,gefosse fontenay,calvados,14,normandie
14510,gonneville sur mer,calvados,14,normandie
14200,herouville st clair,calvados,14,normandie
14600,honfleur,calvados,14,normandie
14430,hotot en auge,calvados,14,normandie
14250,hottot les bagues,calvados,14,normandie
14510,houlgate,calvados,14,normandie
14170,jort,calvados,14,normandie
14260,dialan sur chaine,calvados,14,normandie
14320,laize clinchamps,calvados,14,normandie
14380,landelles et coupigny,calvados,14,normandie
14140,lessard et le chene,calvados,14,normandie
14250,lingevres,calvados,14,normandie
14140,lisores,calvados,14,normandie
14490,litteau,calvados,14,normandie
14140,livarot pays d auge,calvados,14,normandie
14140,livarot pays d auge,calvados,14,normandie
14290,livarot pays d auge,calvados,14,normandie
14400,magny en bessin,calvados,14,normandie
14400,le manoir,calvados,14,normandie
14117,manvieux,calvados,14,normandie
14100,marolles,calvados,14,normandie
14920,mathieu,calvados,14,normandie
14220,meslay,calvados,14,normandie
14260,le mesnil au grain,calvados,14,normandie
14270,mezidon vallee d auge,calvados,14,normandie
14230,monfreville,calvados,14,normandie
14310,monts en bessin,calvados,14,normandie
14790,mouen,calvados,14,normandie
14620,les moutiers en auge,calvados,14,normandie
14220,les moutiers en cinglais,calvados,14,normandie
14100,norolles,calvados,14,normandie
14620,norrey en auge,calvados,14,normandie
14210,val d arry,calvados,14,normandie
14170,olendon,calvados,14,normandie
14590,ouilly du houley,calvados,14,normandie
14590,le pin,calvados,14,normandie
14690,la pommeraye,calvados,14,normandie
14110,pontecoulant,calvados,14,normandie
14130,pont l eveque,calvados,14,normandie
14690,rapilly,calvados,14,normandie
14340,la roque baignard,calvados,14,normandie
14740,rots,calvados,14,normandie
14190,rouvres,calvados,14,normandie
14320,st andre sur orne,calvados,14,normandie
14130,st gatien des bois,calvados,14,normandie
14710,aure sur mer,calvados,14,normandie
14100,st jean de livet,calvados,14,normandie
14430,st jouin,calvados,14,normandie
14430,st leger dubosq,calvados,14,normandie
14310,st louet sur seulles,calvados,14,normandie
14740,st manvieu norrey,calvados,14,normandie
14710,st martin de blagny,calvados,14,normandie
14220,st omer,calvados,14,normandie
14490,st paul du vernay,calvados,14,normandie
14670,st pierre du jonquet,calvados,14,normandie
14170,st pierre en auge,calvados,14,normandie
14170,st pierre en auge,calvados,14,normandie
14170,st pierre en auge,calvados,14,normandie
14170,st pierre en auge,calvados,14,normandie
14380,noues de sienne,calvados,14,normandie
14400,st vigor le grand,calvados,14,normandie
14240,sallen,calvados,14,normandie
14330,saonnet,calvados,14,normandie
14240,val de drome,calvados,14,normandie
14710,surrain,calvados,14,normandie
14940,touffreville,calvados,14,normandie
14130,tourville en auge,calvados,14,normandie
14310,tracy bocage,calvados,14,normandie
14670,troarn,calvados,14,normandie
14210,montillieres sur orne,calvados,14,normandie
14490,le tronquay,calvados,14,normandie
14190,urville,calvados,14,normandie
14420,ussy,calvados,14,normandie
14410,valdalliere,calvados,14,normandie
14410,valdalliere,calvados,14,normandie
14410,valdalliere,calvados,14,normandie
14400,vaucelles,calvados,14,normandie
14170,vendeuvre,calvados,14,normandie
14790,verson,calvados,14,normandie
14114,ver sur mer,calvados,14,normandie
14170,vicques,calvados,14,normandie
14430,victot pontfol,calvados,14,normandie
14130,vieux bourg,calvados,14,normandie
14700,vignats,calvados,14,normandie
14420,villers canivet,calvados,14,normandie
14310,villy bocage,calvados,14,normandie
14500,vire normandie,calvados,14,normandie
27400,acquigny,eure,27,normandie
27400,acquigny,eure,27,normandie
27500,aizier,eure,27,normandie
27380,amfreville sous les monts,eure,27,normandie
27430,ande,eure,27,normandie
27700,les andelys,eure,27,normandie
27600,le val d hazey,eure,27,normandie
27420,authevernes,eure,27,normandie
27220,les authieux,eure,27,normandie
27260,bailleul la vallee,eure,27,normandie
27270,mesnil en ouche,eure,27,normandie
27330,mesnil en ouche,eure,27,normandie
27330,mesnil en ouche,eure,27,normandie
27170,beaumont le roger,eure,27,normandie
27160,bemecourt,eure,27,normandie
27940,les trois lacs,eure,27,normandie
27370,les monts du roumois,eure,27,normandie
27170,berville la campagne,eure,27,normandie
27210,berville sur mer,eure,27,normandie
27660,bezu st eloi,eure,27,normandie
27330,bois anzeray,eure,27,normandie
27250,bois arnault,eure,27,normandie
27700,frenelles en vexin,eure,27,normandie
27220,bois le roi,eure,27,normandie
27330,bois normand pres lyre,eure,27,normandie
27290,bonneville aptot,eure,27,normandie
27670,bosroumois,eure,27,normandie
27250,les bottereaux,eure,27,normandie
27520,grand bourgtheroulde,eure,27,normandie
27500,bourneville ste croix,eure,27,normandie
27800,bretigny,eure,27,normandie
27640,breuilpont,eure,27,normandie
27270,capelle les grands,eure,27,normandie
27180,cauge,eure,27,normandie
27190,champ dolent,eure,27,normandie
27220,chavigny bailleul,eure,27,normandie
27820,chennebrun,eure,27,normandie
27160,marbois,eure,27,normandie
27180,claville,eure,27,normandie
27260,cormeilles,eure,27,normandie
27120,le cormier,eure,27,normandie
27300,corneville la fouquetiere,eure,27,normandie
27130,courteilles,eure,27,normandie
27400,crasville,eure,27,normandie
27530,croth,eure,27,normandie
27160,mesnils sur iton,eure,27,normandie
27720,dangu,eure,27,normandie
27150,doudeauville en vexin,eure,27,normandie
27320,droisy,eure,27,normandie
27230,duranville,eure,27,normandie
27630,vexin sur epte,eure,27,normandie
27630,vexin sur epte,eure,27,normandie
27630,vexin sur epte,eure,27,normandie
27440,ecouis,eure,27,normandie
27260,epaignes,eure,27,normandie
27560,epreville en lieuvin,eure,27,normandie
27350,etreville,eure,27,normandie
27350,eturqueraye,eure,27,normandie
27190,faverolles la campagne,eure,27,normandie
27190,ferrieres haut clocher,eure,27,normandie
27760,la ferriere sur risle,eure,27,normandie
27190,le fidelaire,eure,27,normandie
27470,fontaine l abbe,eure,27,normandie
27220,la foret du parc,eure,27,normandie
27220,foucrainville,eure,27,normandie
27370,fouqueville,eure,27,normandie
27500,le perrey,eure,27,normandie
27680,le perrey,eure,27,normandie
27800,franqueville,eure,27,normandie
27600,gaillon,eure,27,normandie
27140,gisors,eure,27,normandie
27560,giverville,eure,27,normandie
27170,goupil othon,eure,27,normandie
27380,val d orger,eure,27,normandie
27270,grand camp,eure,27,normandie
27170,grosley sur risle,eure,27,normandie
27700,guiseniers,eure,27,normandie
27800,la haye de calleville,eure,27,normandie
27370,la haye du theil,eure,27,normandie
27700,hennezis,eure,27,normandie
27400,heudebouville,eure,27,normandie
27230,heudreville en lieuvin,eure,27,normandie
27950,la heuniere,eure,27,normandie
27570,l hosmes,eure,27,normandie
27400,houetteville,eure,27,normandie
27120,houlbec cocherel,eure,27,normandie
27440,houville en vexin,eure,27,normandie
27460,igoville,eure,27,normandie
27400,incarville,eure,27,normandie
27540,ivry la bataille,eure,27,normandie
27120,jouy sur eure,eure,27,normandie
27690,lery,eure,27,normandie
27190,louversey,eure,27,normandie
27320,la madeleine de nonancourt,eure,27,normandie
27130,mandres,eure,27,normandie
27210,manneville la raoult,eure,27,normandie
27930,le mesnil fuguet,eure,27,normandie
27290,montfort sur risle,eure,27,normandie
27390,montreuil l argille,eure,27,normandie
27170,nassandres sur risle,eure,27,normandie
27830,neaufles st martin,eure,27,normandie
27250,neaufles auvergny,eure,27,normandie
27250,neaufles auvergny,eure,27,normandie
27150,la neuve grange,eure,27,normandie
27890,la neuville du bosc,eure,27,normandie
27560,la noe poulain,eure,27,normandie
27150,nojeon en vexin,eure,27,normandie
27190,le val dore,eure,27,normandie
27180,parville,eure,27,normandie
27300,plainville,eure,27,normandie
27500,pont audemer,eure,27,normandie
27500,pont audemer,eure,27,normandie
27340,pont de l arche,eure,27,normandie
27100,porte de seine,eure,27,normandie
27740,poses,eure,27,normandie
27560,la poterie mathieu,eure,27,normandie
27460,alizay,eure,27,normandie
27220,prey,eure,27,normandie
27370,amfreville st amand,eure,27,normandie
27150,puchay,eure,27,normandie
27820,armentieres sur avre,eure,27,normandie
27130,pullay,eure,27,normandie
27180,arnieres sur iton,eure,27,normandie
27370,la pyle,eure,27,normandie
27490,autheuil authouillet,eure,27,normandie
27400,quatremare,eure,27,normandie
27490,autheuil authouillet,eure,27,normandie
27680,quillebeuf sur seine,eure,27,normandie
27930,aviron,eure,27,normandie
27350,rougemontiers,eure,27,normandie
27240,chambois,eure,27,normandie
27120,rouvray,eure,27,normandie
27930,bacquepuis,eure,27,normandie
27110,st aubin d ecrosville,eure,27,normandie
27130,les barils,eure,27,normandie
27270,treis sants en ouche,eure,27,normandie
27180,les baux ste croix,eure,27,normandie
27110,ste colombe la commanderie,eure,27,normandie
27330,mesnil en ouche,eure,27,normandie
27140,st denis le ferment,eure,27,normandie
27410,mesnil en ouche,eure,27,normandie
27800,st eloi de fourques,eure,27,normandie
27410,mesnil en ouche,eure,27,normandie
27320,st germain sur avre,eure,27,normandie
27410,mesnil en ouche,eure,27,normandie
27270,st jean du thenney,eure,27,normandie
27410,mesnil en ouche,eure,27,normandie
27950,la chapelle longueville,eure,27,normandie
27410,mesnil en ouche,eure,27,normandie
27950,la chapelle longueville,eure,27,normandie
27410,mesnil en ouche,eure,27,normandie
27300,st leger de rotes,eure,27,normandie
27660,bernouville,eure,27,normandie
27520,st leger du gennetey,eure,27,normandie
27520,les monts du roumois,eure,27,normandie
27210,st maclou,eure,27,normandie
27150,frenelles en vexin,eure,27,normandie
27150,ste marie de vatimesnil,eure,27,normandie
27120,boisset les prevanches,eure,27,normandie
27190,ste marthe,eure,27,normandie
27520,boissey le chatel,eure,27,normandie
27300,st martin du tilleul,eure,27,normandie
27310,bosgouet,eure,27,normandie
27110,ste opportune du bosc,eure,27,normandie
27700,bouafles,eure,27,normandie
27680,ste opportune la mare,eure,27,normandie
27150,bouchevilliers,eure,27,normandie
27260,st pierre de cormeilles,eure,27,normandie
27380,bourg beaudouin,eure,27,normandie
27450,st pierre des ifs,eure,27,normandie
27350,brestot,eure,27,normandie
27680,st samson de la roque,eure,27,normandie
27800,calleville,eure,27,normandie
27150,sancourt,eure,27,normandie
27300,caorches st nicolas,eure,27,normandie
27220,serez,eure,27,normandie
27300,caorches st nicolas,eure,27,normandie
27370,le thuit de l oison,eure,27,normandie
27110,cesseville,eure,27,normandie
27570,tillieres sur avre,eure,27,normandie
27580,chaise dieu du theil,eure,27,normandie
27930,la trinite,eure,27,normandie
27260,la chapelle bayvel,eure,27,normandie
27270,la trinite de reville,eure,27,normandie
27270,la chapelle gauthier,eure,27,normandie
27120,le val david,eure,27,normandie
27150,chauvincourt provemont,eure,27,normandie
27910,vascoeuil,eure,27,normandie
27170,combon,eure,27,normandie
27930,le vieil evreux,eure,27,normandie
27500,corneville sur risle,eure,27,normandie
27110,villettes,eure,27,normandie
27940,courcelles sur seine,eure,27,normandie
27240,sylvains les moulins,eure,27,normandie
27750,la couture boussey,eure,27,normandie
27950,villez sous bailleul,eure,27,normandie
27110,criquebeuf la campagne,eure,27,normandie
27340,criquebeuf sur seine,eure,27,normandie
27490,clef vallee d eure,eure,27,normandie
27490,clef vallee d eure,eure,27,normandie
27700,cuverville,eure,27,normandie
27340,les damps,eure,27,normandie
27930,dardez,eure,27,normandie
27290,ecaquelon,eure,27,normandie
27420,vexin sur epte,eure,27,normandie
27510,vexin sur epte,eure,27,normandie
27510,vexin sur epte,eure,27,normandie
27930,emalleville,eure,27,normandie
27730,epieds,eure,27,normandie
27150,farceaux,eure,27,normandie
27290,freneuse sur risle,eure,27,normandie
27260,fresne cauverville,eure,27,normandie
27120,gadencourt,eure,27,normandie
27930,gauville la campagne,eure,27,normandie
27110,graveron semerville,eure,27,normandie
27720,guerny,eure,27,normandie
27930,guichainville,eure,27,normandie
27220,l habit,eure,27,normandie
27150,hacqueville,eure,27,normandie
27700,harquency,eure,27,normandie
27430,herqueville,eure,27,normandie
27860,heudicourt,eure,27,normandie
27310,honguemare guenouville,eure,27,normandie
27930,huest,eure,27,normandie
27110,iville,eure,27,normandie
27220,jumelles,eure,27,normandie
27350,le landin,eure,27,normandie
27560,lieurey,eure,27,normandie
27150,longchamps,eure,27,normandie
27150,mainneville,eure,27,normandie
27370,mandeville,eure,27,normandie
27500,manneville sur risle,eure,27,normandie
27390,mesnil rousset,eure,27,normandie
27150,mesnil sous vienne,eure,27,normandie
27440,mesnil verclives,eure,27,normandie
27340,terres de bord,eure,27,normandie
27800,morsan,eure,27,normandie
27420,mouflaines,eure,27,normandie
27430,muids,eure,27,normandie
27300,nassandres sur risle,eure,27,normandie
27730,neuilly,eure,27,normandie
27190,nogent le sec,eure,27,normandie
27940,notre dame de l isle,eure,27,normandie
27390,notre dame du hamel,eure,27,normandie
27120,pacy sur eure,eure,27,normandie
27130,piseux,eure,27,normandie
27170,le plessis ste opportune,eure,27,normandie
27360,pont st pierre,eure,27,normandie
27940,port mort,eure,27,normandie
27930,reuilly,eure,27,normandie
27350,routot,eure,27,normandie
27250,st antonin de sommaire,eure,27,normandie
27270,st aubin du thenney,eure,27,normandie
27300,treis sants en ouche,eure,27,normandie
27600,st aubin sur gaillon,eure,27,normandie
27950,ste colombe pres vernon,eure,27,normandie
27190,st elier,eure,27,normandie
27450,st georges du vievre,eure,27,normandie
27710,st georges motel,eure,27,normandie
27220,st germain de fresney,eure,27,normandie
27230,st germain la campagne,eure,27,normandie
27450,st gregoire du vievre,eure,27,normandie
27390,st laurent du tencement,eure,27,normandie
27160,ste marie d attez,eure,27,normandie
27310,st ouen de thouberville,eure,27,normandie
27290,st philbert sur risle,eure,27,normandie
27210,st sulpice de grimbouville,eure,27,normandie
27300,st victor de chretienville,eure,27,normandie
27800,st victor d epine,eure,27,normandie
27370,la saussaye,eure,27,normandie
27150,saussay la campagne,eure,27,normandie
27190,sebecourt,eure,27,normandie
27290,thierville,eure,27,normandie
27420,les thilliers en vexin,eure,27,normandie
27370,le thuit de l oison,eure,27,normandie
27370,le thuit de l oison,eure,27,normandie
27370,tourville la campagne,eure,27,normandie
27680,trouville la haule,eure,27,normandie
27350,valletot,eure,27,normandie
27430,vatteville,eure,27,normandie
27390,verneusses,eure,27,normandie
27680,vieux port,eure,27,normandie
27120,villegats,eure,27,normandie
27420,villers en vexin,eure,27,normandie
27240,sylvains les moulins,eure,27,normandie
27100,val de reuil,eure,27,normandie
76190,allouville bellefosse,seine-maritime,76,normandie
76920,amfreville la mi voie,seine-maritime,76,normandie
76710,anceaumeville,seine-maritime,76,normandie
76540,angerville la martel,seine-maritime,76,normandie
76280,angerville l orcher,seine-maritime,76,normandie
76280,anglesqueville l esneval,seine-maritime,76,normandie
76480,anneville ambourville,seine-maritime,76,normandie
76480,anneville ambourville,seine-maritime,76,normandie
50180,agneaux,manche,50,normandie
76390,aubeguimont,seine-maritime,76,normandie
50400,anctoville sur boscq,manche,50,normandie
76340,aubermesnil aux erables,seine-maritime,76,normandie
50500,appeville,manche,50,normandie
76190,les hauts de caux,seine-maritime,76,normandie
50630,aumeville lestre,manche,50,normandie
76730,auzouville sur saane,seine-maritime,76,normandie
50300,avranches,manche,50,normandie
76630,bailly en riviere,seine-maritime,76,normandie
50310,azeville,manche,50,normandie
76360,barentin,seine-maritime,76,normandie
50720,barenton,manche,50,normandie
76870,beaussault,seine-maritime,76,normandie
50810,la barre de semilly,manche,50,normandie
76220,beauvoir en lyons,seine-maritime,76,normandie
50270,baubigny,manche,50,normandie
76110,benarville,seine-maritime,76,normandie
50440,la hague,manche,50,normandie
76790,benouville,seine-maritime,76,normandie
50440,la hague,manche,50,normandie
76450,bertheauville,seine-maritime,76,normandie
50440,la hague,manche,50,normandie
76450,bertreville,seine-maritime,76,normandie
50690,la hague,manche,50,normandie
76890,bertrimont,seine-maritime,76,normandie
50170,beauvoir,manche,50,normandie
76450,beuzeville la guerard,seine-maritime,76,normandie
50210,belval,manche,50,normandie
76890,biville la baignarde,seine-maritime,76,normandie
50420,beuvrigny,manche,50,normandie
76730,biville la riviere,seine-maritime,76,normandie
50360,beuzeville la bastille,manche,50,normandie
76190,blacqueville,seine-maritime,76,normandie
50390,biniville,manche,50,normandie
76460,blosseville,seine-maritime,76,normandie
50800,boisyvon,manche,50,normandie
76520,boos,seine-maritime,76,normandie
50610,jullouville,manche,50,normandie
76110,bornambusc,seine-maritime,76,normandie
50200,brainville,manche,50,normandie
76450,bosville,seine-maritime,76,normandie
50370,brecey,manche,50,normandie
76270,bouelles,seine-maritime,76,normandie
50290,breville sur mer,manche,50,normandie
76690,cailly,seine-maritime,76,normandie
50260,bricquebec en cotentin,manche,50,normandie
76450,canouville,seine-maritime,76,normandie
50260,bricquebec en cotentin,manche,50,normandie
76380,canteleu,seine-maritime,76,normandie
50260,bricquebec en cotentin,manche,50,normandie
76450,cany barville,seine-maritime,76,normandie
50340,bricquebosq,manche,50,normandie
76930,cauville sur mer,seine-maritime,76,normandie
50290,bricqueville sur mer,manche,50,normandie
76430,la cerlangue,seine-maritime,76,normandie
50640,buais les monts,manche,50,normandie
76780,la chapelle st ouen,seine-maritime,76,normandie
50570,cametours,manche,50,normandie
76590,la chaussee,seine-maritime,76,normandie
50480,carentan les marais,manche,50,normandie
76690,claville motteville,seine-maritime,76,normandie
50500,carentan les marais,manche,50,normandie
76410,cleon,seine-maritime,76,normandie
50390,catteville,manche,50,normandie
76640,cliponville,seine-maritime,76,normandie
50320,le grippon,manche,50,normandie
76540,criquetot le mauconduit,seine-maritime,76,normandie
50370,la chapelle uree,manche,50,normandie
76390,criquiers,seine-maritime,76,normandie
50330,clitourps,manche,50,normandie
76780,croisy sur andelle,seine-maritime,76,normandie
50800,la colombe,manche,50,normandie
76190,croix mare,seine-maritime,76,normandie
50290,coudeville sur mer,manche,50,normandie
76280,cuverville,seine-maritime,76,normandie
50690,couville,manche,50,normandie
76160,darnetal,seine-maritime,76,normandie
50220,crollon,manche,50,normandie
76110,daubeuf serville,seine-maritime,76,normandie
50360,crosville sur douve,manche,50,normandie
76590,denestanville,seine-maritime,76,normandie
50620,le dezert,manche,50,normandie
76370,dieppe,seine-maritime,76,normandie
50320,equilly,manche,50,normandie
76370,dieppe,seine-maritime,76,normandie
50360,etienville,manche,50,normandie
76560,doudeville,seine-maritime,76,normandie
50760,gatteville le phare,manche,50,normandie
76480,duclair,seine-maritime,76,normandie
50330,gonneville le theil,manche,50,normandie
76190,ecalles alix,seine-maritime,76,normandie
50190,gorges,manche,50,normandie
76780,elbeuf sur andelle,seine-maritime,76,normandie
50200,gouville sur mer,manche,50,normandie
76570,emanville,seine-maritime,76,normandie
76640,envronville,seine-maritime,76,normandie
76480,epinay sur duclair,seine-maritime,76,normandie
76430,epretot,seine-maritime,76,normandie
76260,eu,seine-maritime,76,normandie
76340,fallencourt,seine-maritime,76,normandie
76640,terres de caux,seine-maritime,76,normandie
76270,fesques,seine-maritime,76,normandie
76290,fontaine la mallet,seine-maritime,76,normandie
76690,fontaine le bourg,seine-maritime,76,normandie
76740,fontaine le dun,seine-maritime,76,normandie
76340,foucarmont,seine-maritime,76,normandie
76510,freulleville,seine-maritime,76,normandie
76190,st martin de l if,seine-maritime,76,normandie
76400,froberville,seine-maritime,76,normandie
76740,la gaillarde,seine-maritime,76,normandie
76430,gommerville,seine-maritime,76,normandie
76110,gonfreville caillot,seine-maritime,76,normandie
76700,gonfreville l orcher,seine-maritime,76,normandie
76700,gonfreville l orcher,seine-maritime,76,normandie
76700,gonfreville l orcher,seine-maritime,76,normandie
76280,gonneville la mallet,seine-maritime,76,normandie
76520,gouy,seine-maritime,76,normandie
76370,greges,seine-maritime,76,normandie
76690,grugny,seine-maritime,76,normandie
76730,gueures,seine-maritime,76,normandie
76440,haucourt,seine-maritime,76,normandie
76280,heuqueville,seine-maritime,76,normandie
76770,houppeville,seine-maritime,76,normandie
76110,houquetot,seine-maritime,76,normandie
76230,isneauville,seine-maritime,76,normandie
76390,landes vieilles et neuves,seine-maritime,76,normandie
76210,lanquetot,seine-maritime,76,normandie
76730,lestanville,seine-maritime,76,normandie
76540,limpiville,seine-maritime,76,normandie
76760,lindebeuf,seine-maritime,76,normandie
76790,les loges,seine-maritime,76,normandie
76500,la londe,seine-maritime,76,normandie
76940,arelaune en seine,seine-maritime,76,normandie
76460,manneville es plains,seine-maritime,76,normandie
76290,mannevillette,seine-maritime,76,normandie
76150,maromme,seine-maritime,76,normandie
76390,marques,seine-maritime,76,normandie
76660,mesnil follemprise,seine-maritime,76,normandie
76260,le mesnil reaume,seine-maritime,76,normandie
76510,meulers,seine-maritime,76,normandie
76260,millebosc,seine-maritime,76,normandie
76260,monchy sur eu,seine-maritime,76,normandie
76380,montigny,seine-maritime,76,normandie
76710,montville,seine-maritime,76,normandie
76750,morgny la pommeraye,seine-maritime,76,normandie
76270,mortemer,seine-maritime,76,normandie
76590,muchedent,seine-maritime,76,normandie
76520,la neuville chant d oisel,seine-maritime,76,normandie
76940,notre dame de bliquetuit,seine-maritime,76,normandie
76660,osmoy st valery,seine-maritime,76,normandie
76360,pissy poville,seine-maritime,76,normandie
76440,pommereux,seine-maritime,76,normandie
76260,ponts et marais,seine-maritime,76,normandie
76840,quevillon,seine-maritime,76,normandie
76230,quincampoix,seine-maritime,76,normandie
76210,raffetot,seine-maritime,76,normandie
76730,rainfreville,seine-maritime,76,normandie
76340,retonval,seine-maritime,76,normandie
76560,reuville,seine-maritime,76,normandie
76700,rogerville,seine-maritime,76,normandie
76133,rolleville,seine-maritime,76,normandie
76440,roncherolles en bray,seine-maritime,76,normandie
76100,rouen,seine-maritime,76,normandie
76113,sahurs,seine-maritime,76,normandie
76310,ste adresse,seine-maritime,76,normandie
76170,st antoine la foret,seine-maritime,76,normandie
76520,st aubin celloville,seine-maritime,76,normandie
76160,st aubin epinay,seine-maritime,76,normandie
76740,st aubin sur mer,seine-maritime,76,normandie
76190,st clair sur les monts,seine-maritime,76,normandie
76860,st denis d aclon,seine-maritime,76,normandie
76116,st denis le thiboult,seine-maritime,76,normandie
76490,st gilles de cretot,seine-maritime,76,normandie
76680,st hellier,seine-maritime,76,normandie
76340,st leger aux bois,seine-maritime,76,normandie
76160,st leger du bourg denis,seine-maritime,76,normandie
76400,st leonard,seine-maritime,76,normandie
76290,st martin du manoir,seine-maritime,76,normandie
76630,petit caux,seine-maritime,76,normandie
76630,petit caux,seine-maritime,76,normandie
76260,st martin le gaillard,seine-maritime,76,normandie
76330,st maurice d etelan,seine-maritime,76,normandie
76490,st nicolas de la haie,seine-maritime,76,normandie
76630,st ouen sous bailly,seine-maritime,76,normandie
76480,st paer,seine-maritime,76,normandie
76113,st pierre de manneville,seine-maritime,76,normandie
76660,st pierre des jonquieres,seine-maritime,76,normandie
76260,st remy boscrocourt,seine-maritime,76,normandie
76430,st romain de colbosc,seine-maritime,76,normandie
76110,st sauveur d emalleville,seine-maritime,76,normandie
76460,st sylvain,seine-maritime,76,normandie
76450,st vaast dieppedalle,seine-maritime,76,normandie
76430,st vigor d ymonville,seine-maritime,76,normandie
76450,sasseville,seine-maritime,76,normandie
76660,smermesnil,seine-maritime,76,normandie
76540,sorquainville,seine-maritime,76,normandie
76440,le thil riberpre,seine-maritime,76,normandie
76790,le tilleul,seine-maritime,76,normandie
76110,tocqueville les murs,seine-maritime,76,normandie
76190,touffreville la corbeline,seine-maritime,76,normandie
76890,varneville bretteville,seine-maritime,76,normandie
76730,venestanville,seine-maritime,76,normandie
76280,vergetot,seine-maritime,76,normandie
76980,veules les roses,seine-maritime,76,normandie
76760,vibeuf,seine-maritime,76,normandie
76160,la vieux rue,seine-maritime,76,normandie
76111,yport,seine-maritime,76,normandie
76540,ypreville biville,seine-maritime,76,normandie
76550,ambrumesnil,seine-maritime,76,normandie
76780,argueil,seine-maritime,76,normandie
76110,auberville la renault,seine-maritime,76,normandie
76390,aumale,seine-maritime,76,normandie
76690,authieux ratieville,seine-maritime,76,normandie
76740,autigny,seine-maritime,76,normandie
76190,les hauts de caux,seine-maritime,76,normandie
76190,auzebosc,seine-maritime,76,normandie
76760,auzouville l esneval,seine-maritime,76,normandie
76660,bailleul neuville,seine-maritime,76,normandie
76660,baillolet,seine-maritime,76,normandie
76480,bardouville,seine-maritime,76,normandie
76850,beaumont le hareng,seine-maritime,76,normandie
76240,belbeuf,seine-maritime,76,normandie
76210,beuzeville la grenier,seine-maritime,76,normandie
76190,bois himont,seine-maritime,76,normandie
76590,le bois robert,seine-maritime,76,normandie
76210,bolbec,seine-maritime,76,normandie
76790,bordeaux st clair,seine-maritime,76,normandie
76680,bosc berenger,seine-maritime,76,normandie
76710,bosc guerard st adrien,seine-maritime,76,normandie
76360,bouville,seine-maritime,76,normandie
76730,brachy,seine-maritime,76,normandie
76110,breaute,seine-maritime,76,normandie
76750,buchy,seine-maritime,76,normandie
76660,bures en bray,seine-maritime,76,normandie
76890,butot,seine-maritime,76,normandie
76380,canteleu,seine-maritime,76,normandie
76490,rives en seine,seine-maritime,76,normandie
76450,cleuville,seine-maritime,76,normandie
76450,crasville la mallet,seine-maritime,76,normandie
76590,criquetot sur longueville,seine-maritime,76,normandie
76680,critot,seine-maritime,76,normandie
76590,crosville sur scie,seine-maritime,76,normandie
76200,dieppe,seine-maritime,76,normandie
76190,ecretteville les baons,seine-maritime,76,normandie
76390,ellecourt,seine-maritime,76,normandie
76740,ermenouville,seine-maritime,76,normandie
76850,etaimpuis,seine-maritime,76,normandie
76560,etalleville,seine-maritime,76,normandie
76790,etretat,seine-maritime,76,normandie
76640,terres de caux,seine-maritime,76,normandie
76410,freneuse,seine-maritime,76,normandie
76850,fresnay le long,seine-maritime,76,normandie
76700,gainneville,seine-maritime,76,normandie
76220,gancourt st etienne,seine-maritime,76,normandie
76400,ganzeville,seine-maritime,76,normandie
76560,gonzeville,seine-maritime,76,normandie
76430,graimbouville,seine-maritime,76,normandie
76120,le grand quevilly,seine-maritime,76,normandie
76210,gruchet le valasse,seine-maritime,76,normandie
76890,gueutteville,seine-maritime,76,normandie
76460,gueutteville les gres,seine-maritime,76,normandie
76560,harcanville,seine-maritime,76,normandie
76190,hautot st sulpice,seine-maritime,76,normandie
76550,hautot sur mer,seine-maritime,76,normandie
76610,le havre,seine-maritime,76,normandie
76780,la haye,seine-maritime,76,normandie
76740,heberville,seine-maritime,76,normandie
76560,hericourt en caux,seine-maritime,76,normandie
76780,le heron,seine-maritime,76,normandie
76750,heronchelles,seine-maritime,76,normandie
76340,hodeng au bosc,seine-maritime,76,normandie
76770,le houlme,seine-maritime,76,normandie
76690,la houssaye beranger,seine-maritime,76,normandie
76630,les ifs,seine-maritime,76,normandie
76460,ingouville,seine-maritime,76,normandie
76480,jumieges,seine-maritime,76,normandie
76730,lamberville,seine-maritime,76,normandie
76170,lillebonne,seine-maritime,76,normandie
76210,lintot,seine-maritime,76,normandie
76660,londinieres,seine-maritime,76,normandie
76750,longuerue,seine-maritime,76,normandie
76590,manehouville,seine-maritime,76,normandie
76110,manneville la goupil,seine-maritime,76,normandie
76150,maromme,seine-maritime,76,normandie
76880,martigny,seine-maritime,76,normandie
76370,martin eglise,seine-maritime,76,normandie
